country,year,sex,age_group,suicide_rates
Yemen,2019,Both sexes,45-54 years,10
Angola,2019,Male,25-34 years,10.01
Costa Rica,2019,Both sexes,25-34 years,10.01
Latvia,2019,Both sexes,15-24 years,10.01
Saudi Arabia,2019,Both sexes,35-44 years,10.01
Slovenia,2019,Female,85+ years,10.01
Turkmenistan,2019,Both sexes,75-84 years,10.01
Belarus,2019,Female,45-54 years,10.02
Syria,2019,Male,85+ years,10.02
Chad,2019,Both sexes,30-49 years,10.03
Guyana,2019,Female,65-74 years,10.03
Mexico,2019,Both sexes,85+ years,10.03
Pakistan,2019,Both sexes,15-19 years,10.03
Switzerland,2019,Male,15-24 years,10.03
Cape Verde,2019,Both sexes,25-34 years,10.04
Kyrgyzstan,2019,Both sexes,15-19 years,10.04
Nicaragua,2019,Male,15-24 years,10.04
Paraguay,2019,Both sexes,85+ years,10.04
Portugal,2019,Male,25-34 years,10.04
Germany,2019,Both sexes,35-44 years,10.05
Saint Lucia,2019,Both sexes,30-49 years,10.05
Bolivia,2019,Both sexes,45-54 years,10.06
North Korea,2019,Male,30-49 years,10.06
Romania,2019,Male,25-34 years,10.06
Italy,2019,Male,All Ages,10.06
Laos,2019,Male,15-24 years,10.07
Croatia,2019,Male,15-24 years,10.08
Nepal,2019,Both sexes,35-44 years,10.08
Serbia,2019,Male,25-34 years,10.08
Denmark,2019,Male,25-34 years,10.11
Chile,2019,Both sexes,25-34 years,10.12
Mexico,2019,Male,15-24 years,10.13
Sierra Leone,2019,Both sexes,30-49 years,10.13
Cyprus,2019,Male,55-64 years,10.14
Serbia,2019,Both sexes,30-49 years,10.14
Uzbekistan,2019,Female,85+ years,10.14
Australia,2019,Female,45-54 years,10.15
Turkmenistan,2019,Male,55-64 years,10.15
Chad,2019,Both sexes,35-44 years,10.17
Cuba,2019,Female,55-64 years,10.17
Morocco,2019,Both sexes,45-54 years,10.17
Belgium,2019,Male,15-24 years,10.18
Bulgaria,2019,Male,25-34 years,10.18
Haiti,2019,Female,15-19 years,10.18
Austria,2019,Male,15-19 years,10.21
Morocco,2019,Both sexes,30-49 years,10.21
Thailand,2019,Female,85+ years,10.21
Trinidad and Tobago,2019,Both sexes,45-54 years,10.21
Guinea-Bissau,2019,Male,All Ages,10.21
Australia,2019,Both sexes,15-19 years,10.22
Bangladesh,2019,Male,65-74 years,10.22
Dominican Republic,2019,Male,35-44 years,10.22
France,2019,Female,65-74 years,10.22
Malaysia,2019,Male,35-44 years,10.22
Saint Lucia,2019,Both sexes,35-44 years,10.22
Tonga,2019,Both sexes,75-84 years,10.22
Georgia,2019,Both sexes,35-44 years,10.24
Laos,2019,Male,35-44 years,10.24
Spain,2019,Both sexes,45-54 years,10.24
Croatia,2019,Female,45-54 years,10.26
Iran,2019,Male,35-44 years,10.26
Spain,2019,Both sexes,65-74 years,10.26
Bangladesh,2019,Both sexes,75-84 years,10.27
Iran,2019,Male,30-49 years,10.27
Qatar,2019,Both sexes,75-84 years,10.27
Libya,2019,Male,35-44 years,10.28
Malta,2019,Both sexes,30-49 years,10.28
Equatorial Guinea,2019,Male,35-44 years,10.3
Fiji,2019,Both sexes,30-49 years,10.3
Spain,2019,Both sexes,55-64 years,10.3
Dominican Republic,2019,Male,25-34 years,10.31
South Africa,2019,Female,15-29  years,10.31
Spain,2019,Male,35-44 years,10.31
Nepal,2019,Both sexes,30-49 years,10.32
Iceland,2019,Female,15-24 years,10.33
Norway,2019,Female,65-74 years,10.33
Papua New Guinea,2019,Male,65-74 years,10.33
Luxembourg,2019,Both sexes,30-49 years,10.34
Seychelles,2019,Both sexes,55-64 years,10.34
UK,2019,Male,65-74 years,10.34
Yemen,2019,Female,85+ years,10.35
Kiribati,2019,Female,55-64 years,10.36
Laos,2019,Male,45-54 years,10.36
Singapore,2019,Both sexes,45-54 years,10.36
Seychelles,2019,Both sexes,45-54 years,10.37
Iraq,2019,Both sexes,75-84 years,10.38
Malta,2019,Both sexes,45-54 years,10.38
Norway,2019,Female,45-54 years,10.38
Viet Nam,2019,Male,All Ages,10.38
Serbia,2019,Both sexes,35-44 years,10.39
Uruguay,2019,Female,35-44 years,10.39
Vanuatu,2019,Female,25-34 years,10.39
Azerbaijan,2019,Both sexes,75-84 years,10.4
India,2019,Both sexes,15-19 years,10.4
Costa Rica,2019,Both sexes,30-49 years,10.41
Finland,2019,Both sexes,15-19 years,10.41
Sierra Leone,2019,Both sexes,35-44 years,10.41
Brazil,2019,Both sexes,65-74 years,10.42
Samoa,2019,Female,55-64 years,10.42
Cameroon,2019,Female,45-54 years,10.44
Equatorial Guinea,2019,Male,30-49 years,10.44
Japan,2019,Male,15-19 years,10.44
Netherlands,2019,Male,15-29  years,10.44
Montenegro,2019,Female,All Ages,10.44
Fiji,2019,Both sexes,35-44 years,10.45
Kazakhstan,2019,Female,15-24 years,10.45
Morocco,2019,Male,15-24 years,10.45
Uruguay,2019,Female,25-34 years,10.45
Bahrain,2019,Both sexes,15-29  years,10.47
North Macedonia,2019,Male,25-34 years,10.47
Switzerland,2019,Both sexes,35-44 years,10.47
Afghanistan,2019,Male,35-44 years,10.48
Argentina,2019,Both sexes,55-64 years,10.48
Seychelles,2019,Both sexes,35-44 years,10.48
Central African Republic,2019,Male,15-19 years,10.49
Mauritania,2019,Female,55-64 years,10.49
Bosnia and Herzegovina,2019,Both sexes,30-49 years,10.5
El Salvador,2019,Male,All Ages,10.5
Canada,2019,Both sexes,65-74 years,10.51
Germany,2019,Both sexes,30-49 years,10.51
Netherlands,2019,Both sexes,25-34 years,10.51
Bosnia and Herzegovina,2019,Male,15-29  years,10.52
Costa Rica,2019,Both sexes,35-44 years,10.52
Ecuador,2019,Both sexes,65-74 years,10.52
Finland,2019,Female,15-29  years,10.52
Malaysia,2019,Both sexes,55-64 years,10.52
Trinidad and Tobago,2019,Both sexes,35-44 years,10.52
Belize,2019,Both sexes,55-64 years,10.53
Ecuador,2019,Both sexes,25-34 years,10.53
Grenada,2019,Male,65-74 years,10.53
Latvia,2019,Female,85+ years,10.53
Montenegro,2019,Female,45-54 years,10.53
Dominican Republic,2019,Male,30-49 years,10.54
Ecuador,2019,Both sexes,75-84 years,10.55
Netherlands,2019,Female,65-74 years,10.55
Laos,2019,Male,15-29  years,10.56
Bulgaria,2019,Both sexes,45-54 years,10.57
Georgia,2019,Male,15-24 years,10.57
Uzbekistan,2019,Both sexes,30-49 years,10.58
Belarus,2019,Female,65-74 years,10.59
Cyprus,2019,Male,45-54 years,10.61
New Zealand,2019,Both sexes,15-19 years,10.61
Costa Rica,2019,Both sexes,55-64 years,10.62
Eritrea,2019,Both sexes,25-34 years,10.62
Kenya,2019,Both sexes,30-49 years,10.62
Morocco,2019,Male,15-29  years,10.63
Yemen,2019,Both sexes,30-49 years,10.63
DRC,2019,Male,All Ages,10.63
Japan,2019,Female,55-64 years,10.64
Sudan,2019,Male,75-84 years,10.65
Libya,2019,Both sexes,85+ years,10.66
Eswatini,2019,Female,45-54 years,10.67
Malta,2019,Male,25-34 years,10.67
Mexico,2019,Male,65-74 years,10.67
Russia,2019,Female,30-49 years,10.69
Singapore,2019,Female,65-74 years,10.69
Kiribati,2019,Female,65-74 years,10.7
Malaysia,2019,Male,25-34 years,10.7
Malta,2019,Both sexes,35-44 years,10.7
Denmark,2019,Both sexes,All Ages,10.7
Chile,2019,Both sexes,65-74 years,10.71
Bosnia and Herzegovina,2019,Both sexes,35-44 years,10.72
Mexico,2019,Male,15-29  years,10.72
Afghanistan,2019,Both sexes,65-74 years,10.73
Guinea-Bissau,2019,Both sexes,30-49 years,10.73
Sao Tome and Principe,2019,Male,75-84 years,10.73
Timor-Leste,2019,Both sexes,65-74 years,10.74
Uzbekistan,2019,Both sexes,45-54 years,10.74
Egypt,2019,Both sexes,85+ years,10.75
Peru,2019,Male,85+ years,10.75
Slovenia,2019,Both sexes,15-29  years,10.75
Zimbabwe,2019,Both sexes,15-19 years,10.75
Botswana,2019,Female,30-49 years,10.76
Micronesia,2019,Female,45-54 years,10.76
Morocco,2019,Both sexes,55-64 years,10.76
Belarus,2019,Both sexes,15-29  years,10.77
Haiti,2019,Female,85+ years,10.77
Malaysia,2019,Male,30-49 years,10.77
Cambodia,2019,Male,45-54 years,10.79
Sweden,2019,Female,75-84 years,10.79
Algeria,2019,Male,85+ years,10.8
Canada,2019,Male,15-19 years,10.8
Turkmenistan,2019,Male,15-24 years,10.8
Guatemala,2019,Both sexes,15-19 years,10.82
Kyrgyzstan,2019,Female,75-84 years,10.82
Laos,2019,Male,30-49 years,10.83
New Zealand,2019,Both sexes,75-84 years,10.83
Uganda,2019,Male,35-44 years,10.83
Uzbekistan,2019,Female,15-29  years,10.83
Albania,2019,Male,45-54 years,10.84
Botswana,2019,Both sexes,15-24 years,10.84
Denmark,2019,Female,55-64 years,10.84
Niger,2019,Male,35-44 years,10.84
Costa Rica,2019,Male,75-84 years,10.85
Equatorial Guinea,2019,Both sexes,35-44 years,10.85
Netherlands,2019,Female,45-54 years,10.85
Singapore,2019,Both sexes,35-44 years,10.85
Switzerland,2019,Both sexes,30-49 years,10.85
Brunei,2019,Male,25-34 years,10.86
Suriname,2019,Female,35-44 years,10.87
Brazil,2019,Male,All Ages,10.88
Russia,2019,Female,45-54 years,10.89
Comoros,2019,Male,35-44 years,10.9
Malta,2019,Male,55-64 years,10.9
Sri Lanka,2019,Female,15-29  years,10.9
Comoros,2019,Male,30-49 years,10.91
Honduras,2019,Both sexes,75-84 years,10.91
Niger,2019,Male,30-49 years,10.91
Spain,2019,Male,30-49 years,10.91
UK,2019,Male,75-84 years,10.91
Eritrea,2019,Both sexes,All Ages,10.91
Djibouti,2019,Male,25-34 years,10.92
Azerbaijan,2019,Male,65-74 years,10.93
Morocco,2019,Both sexes,35-44 years,10.93
Bosnia and Herzegovina,2019,Both sexes,All Ages,10.93
Estonia,2019,Both sexes,30-49 years,10.94
Iran,2019,Male,15-24 years,10.94
Bulgaria,2019,Male,35-44 years,10.96
Italy,2019,Male,45-54 years,10.96
Japan,2019,Female,85+ years,10.96
Pakistan,2019,Both sexes,45-54 years,10.97
South Korea,2019,Female,15-19 years,10.97
Switzerland,2019,Female,45-54 years,10.97
El Salvador,2019,Both sexes,35-44 years,10.98
Sweden,2019,Both sexes,15-24 years,10.98
North Macedonia,2019,Male,35-44 years,10.99
Guyana,2019,Male,65-74 years,100.2
Cameroon,2019,Female,85+ years,100.7
Madagascar,2019,Both sexes,85+ years,100.9
Liberia,2019,Female,85+ years,101.3
Slovenia,2019,Male,85+ years,102.4
Comoros,2019,Both sexes,85+ years,102.7
Eswatini,2019,Male,65-74 years,104.3
Zimbabwe,2019,Female,85+ years,105
Eswatini,2019,Both sexes,85+ years,105.8
Guyana,2019,Male,35-44 years,105.8
Guyana,2019,Male,75-84 years,106.3
Cuba,2019,Male,85+ years,106.4
South Africa,2019,Male,85+ years,106.6
Guinea,2019,Female,85+ years,106.9
Lesotho,2019,Both sexes,65-74 years,107.1
Lesotho,2019,Both sexes,75-84 years,107.5
Niger,2019,Female,85+ years,108.9
Togo,2019,Male,75-84 years,108.9
Kenya,2019,Male,75-84 years,109.6
Saint Lucia,2019,Both sexes,55-64 years,11
Costa Rica,2019,Both sexes,15-24 years,11.01
Costa Rica,2019,Both sexes,15-29  years,11.01
Finland,2019,Female,15-24 years,11.01
Japan,2019,Female,65-74 years,11.02
Argentina,2019,Both sexes,65-74 years,11.03
Switzerland,2019,Male,15-29  years,11.04
Sweden,2019,Female,25-34 years,11.05
Viet Nam,2019,Male,25-34 years,11.05
New Zealand,2019,Both sexes,All Ages,11.05
Canada,2019,Both sexes,15-24 years,11.06
Guatemala,2019,Both sexes,15-29  years,11.06
Afghanistan,2019,Female,45-54 years,11.07
India,2019,Male,15-24 years,11.07
USA,2019,Female,45-54 years,11.07
Belgium,2019,Female,35-44 years,11.08
Fiji,2019,Female,75-84 years,11.08
Seychelles,2019,Both sexes,30-49 years,11.08
Laos,2019,Both sexes,75-84 years,11.09
Rwanda,2019,Male,35-44 years,11.09
South Africa,2019,Male,15-19 years,11.09
Equatorial Guinea,2019,Both sexes,30-49 years,11.1
USA,2019,Female,55-64 years,11.11
India,2019,Female,All Ages,11.11
Albania,2019,Male,75-84 years,11.12
Israel,2019,Male,35-44 years,11.12
Turkmenistan,2019,Male,15-29  years,11.12
North Korea,2019,Both sexes,45-54 years,11.13
Tunisia,2019,Male,75-84 years,11.13
Argentina,2019,Both sexes,25-34 years,11.14
Russia,2019,Female,65-74 years,11.14
Tajikistan,2019,Male,55-64 years,11.14
Trinidad and Tobago,2019,Both sexes,30-49 years,11.14
UK,2019,Both sexes,55-64 years,11.15
Czechia,2019,Both sexes,25-34 years,11.16
Montenegro,2019,Both sexes,15-24 years,11.16
Benin,2019,Both sexes,35-44 years,11.17
Yemen,2019,Both sexes,35-44 years,11.18
Chile,2019,Male,15-24 years,11.19
North Korea,2019,Male,All Ages,11.19
Haiti,2019,Female,15-29  years,11.2
Singapore,2019,Both sexes,All Ages,11.21
North Macedonia,2019,Male,30-49 years,11.22
Dominican Republic,2019,Male,45-54 years,11.23
Morocco,2019,Male,25-34 years,11.24
Bahamas,2019,Both sexes,85+ years,11.26
Djibouti,2019,Female,45-54 years,11.26
Iceland,2019,Female,65-74 years,11.26
Nepal,2019,Both sexes,15-24 years,11.26
Oman,2019,Male,15-19 years,11.26
Croatia,2019,Male,15-29  years,11.27
Luxembourg,2019,Both sexes,All Ages,11.27
Israel,2019,Male,30-49 years,11.29
Nepal,2019,Both sexes,15-29  years,11.3
Singapore,2019,Both sexes,30-49 years,11.3
Uzbekistan,2019,Male,All Ages,11.3
Poland,2019,Both sexes,All Ages,11.3
Equatorial Guinea,2019,Female,25-34 years,11.31
El Salvador,2019,Both sexes,15-19 years,11.32
Guatemala,2019,Both sexes,15-24 years,11.32
Haiti,2019,Female,30-49 years,11.32
Lithuania,2019,Female,55-64 years,11.32
Burkina Faso,2019,Male,All Ages,11.32
Moldova,2019,Male,15-19 years,11.33
Sri Lanka,2019,Female,15-19 years,11.33
Kyrgyzstan,2019,Both sexes,65-74 years,11.34
Rwanda,2019,Male,30-49 years,11.34
Saudi Arabia,2019,Male,45-54 years,11.34
Haiti,2019,Female,15-24 years,11.35
Tajikistan,2019,Male,30-49 years,11.35
China,2019,Both sexes,55-64 years,11.36
Eritrea,2019,Male,15-29  years,11.36
Guinea-Bissau,2019,Male,25-34 years,11.36
Haiti,2019,Female,35-44 years,11.36
Mexico,2019,Male,45-54 years,11.36
Serbia,2019,Both sexes,All Ages,11.36
Fiji,2019,Female,15-29  years,11.37
India,2019,Female,55-64 years,11.37
Tonga,2019,Female,85+ years,11.38
Australia,2019,Both sexes,65-74 years,11.39
Austria,2019,Female,75-84 years,11.39
Belarus,2019,Male,15-19 years,11.39
Benin,2019,Both sexes,30-49 years,11.4
Haiti,2019,Female,25-34 years,11.4
Kazakhstan,2019,Female,15-19 years,11.4
Maldives,2019,Male,65-74 years,11.4
Viet Nam,2019,Male,30-49 years,11.4
Guinea,2019,Male,25-34 years,11.41
Guinea,2019,Female,45-54 years,11.42
Bulgaria,2019,Female,75-84 years,11.43
Spain,2019,Male,All Ages,11.43
Kenya,2019,Both sexes,35-44 years,11.44
Burkina Faso,2019,Both sexes,35-44 years,11.46
Georgia,2019,Male,15-29  years,11.46
Kyrgyzstan,2019,Both sexes,30-49 years,11.46
Zimbabwe,2019,Both sexes,15-24 years,11.46
Portugal,2019,Both sexes,All Ages,11.46
Fiji,2019,Both sexes,55-64 years,11.47
Namibia,2019,Male,15-19 years,11.47
Guinea-Bissau,2019,Both sexes,35-44 years,11.48
Myanmar,2019,Male,75-84 years,11.48
Uzbekistan,2019,Both sexes,35-44 years,11.48
Belize,2019,Both sexes,30-49 years,11.5
Viet Nam,2019,Male,35-44 years,11.5
Malta,2019,Male,75-84 years,11.51
Greece,2019,Male,65-74 years,11.52
Russia,2019,Female,35-44 years,11.52
Trinidad and Tobago,2019,Male,15-19 years,11.52
Iran,2019,Male,15-29  years,11.54
Slovakia,2019,Male,15-29  years,11.54
Sierra Leone,2019,Female,45-54 years,11.55
Central African Republic,2019,Male,15-24 years,11.56
Morocco,2019,Both sexes,75-84 years,11.56
Bulgaria,2019,Male,30-49 years,11.58
Senegal,2019,Male,35-44 years,11.58
Somalia,2019,Male,25-34 years,11.58
Yemen,2019,Male,25-34 years,11.59
Ecuador,2019,Male,45-54 years,11.61
Croatia,2019,Female,55-64 years,11.62
Japan,2019,Female,45-54 years,11.62
Malaysia,2019,Male,45-54 years,11.62
Cuba,2019,Both sexes,35-44 years,11.63
Kyrgyzstan,2019,Both sexes,45-54 years,11.63
Romania,2019,Female,85+ years,11.63
Sri Lanka,2019,Both sexes,15-19 years,11.63
Switzerland,2019,Female,55-64 years,11.63
Ecuador,2019,Male,All Ages,11.63
Seychelles,2019,Both sexes,25-34 years,11.64
Uganda,2019,Male,30-49 years,11.66
Mozambique,2019,Both sexes,15-24 years,11.67
Switzerland,2019,Male,25-34 years,11.67
Morocco,2019,Female,85+ years,11.68
Rwanda,2019,Female,55-64 years,11.68
Kyrgyzstan,2019,Male,All Ages,11.68
Thailand,2019,Both sexes,65-74 years,11.69
UK,2019,Both sexes,30-49 years,11.69
Colombia,2019,Both sexes,85+ years,11.7
Ecuador,2019,Both sexes,15-19 years,11.7
Mali,2019,Both sexes,45-54 years,11.7
Zimbabwe,2019,Both sexes,15-29  years,11.7
Austria,2019,Female,45-54 years,11.71
Lithuania,2019,Both sexes,15-19 years,11.71
Poland,2019,Both sexes,75-84 years,11.71
Burkina Faso,2019,Both sexes,30-49 years,11.72
Hungary,2019,Female,45-54 years,11.72
Namibia,2019,Female,65-74 years,11.73
Dominican Republic,2019,Both sexes,65-74 years,11.74
Equatorial Guinea,2019,Female,35-44 years,11.74
UK,2019,Both sexes,35-44 years,11.74
Guinea,2019,Both sexes,30-49 years,11.75
Bahrain,2019,Both sexes,75-84 years,11.76
Mauritius,2019,Both sexes,30-49 years,11.76
Argentina,2019,Both sexes,15-24 years,11.77
Belgium,2019,Female,30-49 years,11.77
Brazil,2019,Male,25-34 years,11.78
Ireland,2019,Both sexes,65-74 years,11.78
Norway,2019,Both sexes,All Ages,11.78
Haiti,2019,Male,All Ages,11.78
Ghana,2019,Male,All Ages,11.78
Chile,2019,Both sexes,35-44 years,11.79
Costa Rica,2019,Both sexes,45-54 years,11.79
Laos,2019,Male,25-34 years,11.79
Mauritius,2019,Both sexes,45-54 years,11.79
Australia,2019,Both sexes,15-24 years,11.8
Central African Republic,2019,Male,15-29  years,11.8
Georgia,2019,Both sexes,45-54 years,11.8
Benin,2019,Male,All Ages,11.8
Canada,2019,Both sexes,All Ages,11.81
Israel,2019,Both sexes,75-84 years,11.82
Zambia,2019,Male,25-34 years,11.82
Guatemala,2019,Male,30-49 years,11.83
Oman,2019,Male,15-29  years,11.83
Suriname,2019,Female,15-24 years,11.83
Yemen,2019,Male,65-74 years,11.83
Comoros,2019,Both sexes,45-54 years,11.84
Samoa,2019,Both sexes,45-54 years,11.84
UK,2019,Male,All Ages,11.84
Belgium,2019,Female,All Ages,11.84
Netherlands,2019,Both sexes,All Ages,11.84
Botswana,2019,Both sexes,15-29  years,11.85
Laos,2019,Male,55-64 years,11.85
Suriname,2019,Female,All Ages,11.85
Slovenia,2019,Female,75-84 years,11.86
Côte d’Ivoire,2019,Female,55-64 years,11.87
Luxembourg,2019,Both sexes,35-44 years,11.87
Mauritius,2019,Both sexes,65-74 years,11.87
Morocco,2019,Both sexes,65-74 years,11.87
Turkmenistan,2019,Male,65-74 years,11.87
Iceland,2019,Both sexes,All Ages,11.87
Uruguay,2019,Female,65-74 years,11.88
Argentina,2019,Both sexes,15-29  years,11.89
Burkina Faso,2019,Male,25-34 years,11.9
Chile,2019,Both sexes,30-49 years,11.9
Ethiopia,2019,Both sexes,45-54 years,11.9
Moldova,2019,Both sexes,25-34 years,11.9
Thailand,2019,Both sexes,35-44 years,11.9
Slovenia,2019,Female,45-54 years,11.91
Cuba,2019,Both sexes,30-49 years,11.92
Slovakia,2019,Both sexes,35-44 years,11.93
Iran,2019,Male,25-34 years,11.94
Sri Lanka,2019,Male,15-19 years,11.94
Croatia,2019,Female,65-74 years,11.95
Norway,2019,Male,15-29  years,11.96
Congo,2019,Male,75-84 years,110.1
Cape Verde,2019,Male,75-84 years,110.2
China,2019,Male,85+ years,110.6
Central African Republic,2019,Male,55-64 years,111.1
Kazakhstan,2019,Both sexes,85+ years,111.5
Chad,2019,Male,75-84 years,111.6
Gambia,2019,Female,85+ years,111.6
South Korea,2019,Both sexes,85+ years,113.3
Zimbabwe,2019,Male,65-74 years,113.3
DRC,2019,Male,75-84 years,113.6
South Sudan,2019,Both sexes,85+ years,114.2
Uruguay,2019,Male,85+ years,114.7
Zambia,2019,Male,75-84 years,115
Mali,2019,Both sexes,85+ years,115.7
Serbia,2019,Male,85+ years,115.9
Lesotho,2019,Male,All Ages,116
Hungary,2019,Male,85+ years,116.3
Mozambique,2019,Male,65-74 years,116.3
Brunei,2019,Male,85+ years,116.5
Cameroon,2019,Male,75-84 years,116.7
Bosnia and Herzegovina,2019,Male,85+ years,116.8
Lesotho,2019,Male,25-34 years,117.8
Senegal,2019,Male,75-84 years,118
Eritrea,2019,Male,75-84 years,118.4
Ghana,2019,Male,75-84 years,118.6
Eswatini,2019,Male,55-64 years,119.6
Switzerland,2019,Female,65-74 years,12.01
Zambia,2019,Male,All Ages,12.01
Singapore,2019,Both sexes,65-74 years,12.02
Guinea,2019,Both sexes,35-44 years,12.03
Somalia,2019,Male,All Ages,12.03
Thailand,2019,Both sexes,30-49 years,12.04
Estonia,2019,Both sexes,15-19 years,12.05
Poland,2019,Both sexes,25-34 years,12.05
Sri Lanka,2019,Female,75-84 years,12.05
Tajikistan,2019,Male,65-74 years,12.05
Luxembourg,2019,Female,65-74 years,12.06
El Salvador,2019,Male,45-54 years,12.07
Guatemala,2019,Male,45-54 years,12.07
Norway,2019,Female,55-64 years,12.07
Germany,2019,Male,25-34 years,12.08
Mexico,2019,Male,25-34 years,12.08
Portugal,2019,Female,75-84 years,12.09
Samoa,2019,Female,15-29  years,12.09
Slovakia,2019,Both sexes,All Ages,12.09
Bahrain,2019,Both sexes,35-44 years,12.1
Cuba,2019,Male,25-34 years,12.1
Estonia,2019,Both sexes,25-34 years,12.11
Somalia,2019,Both sexes,30-49 years,12.15
Ireland,2019,Male,15-24 years,12.16
Brazil,2019,Both sexes,75-84 years,12.17
Equatorial Guinea,2019,Female,30-49 years,12.17
Tunisia,2019,Both sexes,85+ years,12.18
Fiji,2019,Male,All Ages,12.18
Czechia,2019,Both sexes,All Ages,12.18
Serbia,2019,Female,65-74 years,12.19
Maldives,2019,Both sexes,75-84 years,12.2
Brazil,2019,Male,15-24 years,12.21
Senegal,2019,Male,30-49 years,12.21
Uruguay,2019,Both sexes,15-19 years,12.21
Thailand,2019,Male,15-24 years,12.22
Slovenia,2019,Male,15-24 years,12.24
Bosnia and Herzegovina,2019,Male,25-34 years,12.25
Viet Nam,2019,Male,45-54 years,12.25
Croatia,2019,Both sexes,35-44 years,12.26
Slovakia,2019,Both sexes,30-49 years,12.26
Iran,2019,Both sexes,85+ years,12.27
Poland,2019,Both sexes,35-44 years,12.28
Australia,2019,Both sexes,15-29  years,12.29
